Salmonella	Serogroup	Group	O Antigen	Shared H1 Probe	H Phase 1	H Phase 2	Other
IIIb	L	O:21 (L)	21		z65	"e,n,x,z15"	
II	E	"O:3,10 (E1)"	"3,10"		z35	"e,n,x,z15"	
Hohentwiel	N	O:30 (N)	30		z	"e,n,x,z15"	
II	N	O:30 (N)	30		k	"e,n,x,z15"	
II	N	O:30 (N)	30		z10	"e,n,x,z15"	
IIIb	O	O:35 (O)	35		i	"e,n,x,z15"	
IIIb	O	O:35 (O)	35		k	"e,n,x,z15"	
IIIb	O	O:35 (O)	35	"l,v/l,z13"	"l,v"	"e,n,x,z15"	[z50]
IIIb	O	O:35 (O)	35		r	"e,n,x,z15"	
IIIb	O	O:35 (O)	35		z52	"e,n,x,z15"	
IIIb	P	O:38 (P)	38		k	"e,n,x,z15"	
IIIb	Y	O:48 (Y)1	48		z52	"e,n,x,z15"	
IIIb		O:60	60		r	"e,n,x,z15"	
IIIb	P	O:38 (P)	38		r	"e,n,x,z15"	
II	R	O:40 (R) 	"1,40"		c	"e,n,x,z15"	
II	R	O:40 (R) 	"1,40"	"g,s,t/g,t"	"g,t"	"e,n,x,z15"	
II	R	O:40 (R) 	"1,40"		k	"e,n,x,z15"	
II	R	O:40 (R) 	"1,40"		z35	"e,n,x,z15"	
II	S	O:41 (S)	41		"l,z13,z28"	"e,n,x,z15"	
II	S	O:41 (S)	41		z10	"e,n,x,z15"	
IIIb	S	O:41 (S)	41		c	"e,n,x,z15"	
II	T	O:42 (T)	42		b	"e,n,x,z15"	
II	T	O:42 (T)	42	"l,v/l,z13"	"l,v"	"e,n,x,z15"	
II	T	O:42 (T)	42		z	"e,n,x,z15"	
II	T	O:42 (T)	42		z10	"e,n,x,z15"	
IIIb	T	O:42 (T)	42		k	"e,n,x,z15"	
IIIb	T	O:42 (T)	42	"l,v/l,z13"	"l,v"	"e,n,x,z15"	
IIIb	T	O:42 (T)	42		z10	"e,n,x,z15"	[z60]
II	U	O:43 (U)	43		d	"e,n,x,z15"	
IIIb	U	O:43 (U)	43		r	"e,n,x,z15"	
II	V	O:44 (V)	"1,44"		z39	"e,n,x,z15"	
II	W	O:45 (W)	45		"g,m,t"	"e,n,x,z15"	
II	X	O:47 (X)	47		a	"e,n,x,z15"	
II	X	O:47 (X)	47		b	"e,n,x,z15"	
II	X	O:47 (X)	47		d	"e,n,x,z15"	
II	X	O:47 (X)	47		z	"e,n,x,z15"	
II	X	O:47 (X)	47		z29	"e,n,x,z15"	
IIIb	X	O:47 (X)	47		c	"e,n,x,z15"	[z57]
IIIb	X	O:47 (X)	47		i	"e,n,x,z15"	[z50]
IIIb	X	O:47 (X)	47		k	"e,n,x,z15"	
IIIb	X	O:47 (X)	47	"l,v/l,z13"	"l,v"	"e,n,x,z15"	
IIIb	X	O:47 (X)	47		r	"e,n,x,z15"	
IIIb	X	O:47 (X)	47		z52	"e,n,x,z15"	
II	Y	O:48 (Y)1	48		b	"e,n,x,z15"	
II	Y	O:48 (Y)1	48		k	"e,n,x,z15"	
IIIb	Y	O:48 (Y)1	48		k	"e,n,x,z15"	
IIIb	Y	O:48 (Y)1	48		r	"e,n,x,z15"	
IIIb	Y	O:48 (Y)1	48		z10	"e,n,x,z15"	
II	Z	O:50 (Z)	50		"l,w"	"e,n,x,z15"	z42
IIIb	Z	O:50 (Z)	50		i	"e,n,x,z15"	
IIIb	Z	O:50 (Z)	50		k	"e,n,x,z15"	
IIIb	Z	O:50 (Z)	50	"l,v/l,z13"	"l,v"	"e,n,x,z15"	
IIIb	Z	O:50 (Z)	50		r	"e,n,x,z15"	
II		O:51	51		z29	"e,n,x,z15"	
II		O:52	52		d	"e,n,x,z15"	
IIIb		O:52	52		k	"e,n,x,z15"	
IIIb		O:53	53		k	"e,n,x,z15"	
IIIb		O:53	53	"l,v/l,z13"	"l,v"	"e,n,x,z15"	
II		O:57	57		z39	"e,n,x,z15"	
IIIb		O:57	57		c	"e,n,x,z15"	
IIIb		O:57	57		i	"e,n,x,z15"	
IIIb		O:57	57		k	"e,n,x,z15"	
II	58	O:58	58		z39	"e,n,x,z15"	
IIIb	58	O:58	58		i	"e,n,x,z15"	
IIIb	58	O:58	58	"l,v/l,z13"	"l,v"	"e,n,x,z15"	
IIIb	58	O:58	58		r	"e,n,x,z15"	
IIIb	58	O:58	58		z10	"e,n,x,z15"	
IIIb		O:59	59		c	"e,n,x,z15"	
IIIb		O:59	59		i	"e,n,x,z15"	
IIIb		O:59	59		(k)	"e,n,x,z15"	
IIIb	H	"O:6,14 (H)"	"(6),14"		z10	"e,n,x,z15"	
IIIb	H	"O:6,14 (H)"	"6,14"		z52	"e,n,x,z15"	
IIIb	61	O:61	61		i	"e,n,x,z15"	
IIIb		O:65	65		i	"e,n,x,z15"	
IIIb		O:65	65	"l,v/l,z13"	"l,v"	"e,n,x,z15"	
IIIb		O:65	65		z10	"e,n,x,z15"	
IIIb		O:65	65		z52	"e,n,x,z15"	
IV	R	O:40 (R) 	40		"g,z51"	"e,n,x,z15"	
Telelkebir	G	O:13 (G)	"13,23"		d	"e,n,z15"	
Liverpool	E	"O:1,3,19 (E4)"	"1,3,19"		d	"e,n,z15"	
Durham	G	O:13 (G)	"13,23"		b	"e,n,z15"	
Nottingham	I	O:16 (l)	16		d	"e,n,z15"	
Orientalis	I	O:16 (l)	16		k	"e,n,z15"	
Falkensee	E	"O:3,10 (E1)"	"3,{10}{15}"		i	"e,n,z15"	
Luciana	F	O:11 (F)	11		a	"e,n,z15"	
Bahati	G	O:13 (G)	"13,22"		b	"e,n,z15"	
Dallgow	E	"O:1,3,19 (E4)"	"1,3,19"		z10	"e,n,z15"	
Gwoza	E	"O:1,3,19 (E4)"	"1,3,19"		a	"e,n,z15"	
Kande	E	"O:1,3,19 (E4)"	"1,3,19"		b	"e,n,z15"	
Maiduguri	E	"O:1,3,19 (E4)"	"1,3,19"		"f,g,t"	"e,n,z15"	
Sao	E	"O:1,3,19 (E4)"	"1,3,19"		"e,h"	"e,n,z15"	
Schoeneberg	E	"O:1,3,19 (E4)"	"1,3,19"		z	"e,n,z15"	
Slade	E	"O:1,3,19 (E4)"	"1,3,19"		y	"e,n,z15"	
Svedvi	E	"O:1,3,19 (E4)"	"1,3,19"	"l,v/l,z13"	"l,v"	"e,n,z15"	
Yalding	E	"O:1,3,19 (E4)"	"1,3,19"		r	"e,n,z15"	
Bullbay	F	O:11 (F)	11	"l,v/l,z13"	"l,v"	"e,n,z15"	
Clanvillian	F	O:11 (F)	11		r	"e,n,z15"	
Etterbeek	F	O:11 (F)	11		"z4,z23"	"e,n,z15"	
II	F	O:11 (F)	11		a	"e,n,z15"	d
II	F	O:11 (F)	11		c	"e,n,z15"	
Pharr	F	O:11 (F)	11		b	"e,n,z15"	
Anna	G	O:13 (G)	"13,23"		z35	"e,n,z15"	
Diguel	G	O:13 (G)	"1,13,22"		d	"e,n,z15"	
Jukestown	G	O:13 (G)	"13,23"		i	"e,n,z15"	
Linton	G	O:13 (G)	"13,23"		r	"e,n,z15"	
Nanga	G	O:13 (G)	"1,13,23"	"l,v/l,z13"	"l,v"	"e,n,z15"	
Nimes	G	O:13 (G)	"13,22"		z35	"e,n,z15"	
Sapele	G	O:13 (G)	"13,23"		z10	"e,n,z15"	
Taiping	G	O:13 (G)	"13,22"	"l,v/l,z13"	"l,z13"	"e,n,z15"	
Tanzania	G	O:13 (G)	"1,13,22"		z	"e,n,z15"	
Avignon	I	O:16 (l)	16		y	"e,n,z15"	
Burgas	I	O:16 (l)	16	"l,v/l,z13"	"l,v"	"e,n,z15"	
Dakota	I	O:16 (l)	16		z35	"e,n,z15"	
Fischerhuette	I	O:16 (l)	16		a	"e,n,z15"	
Frankfurt	I	O:16 (l)	16		i	"e,n,z15"	
Hithergreen	I	O:16 (l)	16		c	"e,n,z15"	
II	I	O:16 (l)	16		z36	"e,n,z15"	
Lomnava	I	O:16 (l)	16		"l,w"	"e,n,z15"	
Mandera	I	O:16 (l)	16	"l,v/l,z13"	"l,z13"	"e,n,z15"	
Morbihan	I	O:16 (l)	16	mt/mptu	"m,t"	"e,n,z15"	
Redlands	I	O:16 (l)	16		z10	"e,n,z15"	
Sangera	I	O:16 (l)	16		b	"e,n,z15"	
Zwickau	I	O:16 (l)	16	"r,i/r,[i]"	"r,i"	"e,n,z15"	
Bignona	J	O:17 (J)	17		b	"e,n,z15"	
Hadejia	J	O:17 (J)	17		y	"e,n,z15"	
Karlshamn	J	O:17 (J)	17		d	"e,n,z15"	
Tchamba	J	O:17 (J)	17		z	"e,n,z15"	
Zaria	J	O:17 (J)	17		k	"e,n,z15"	
Brazos	K	O:18 (K)	"6,14,18"		a	"e,n,z15"	
Orlando	K	O:18 (K)	18	"l,v/l,z13"	"l,v"	"e,n,z15"	
Toulon	K	O:18 (K)	18		"l,w"	"e,n,z15"	
Gambaga	L	O:21 (L)	21		z35	"e,n,z15"	
Jambur	L	O:21 (L)	21		"l,z28"	"e,n,z15"	
Aderike	M	O:28 (M)	28		z38	"e,n,z15"	
Ank	M	O:28 (M)	28		k	"e,n,z15"	
Brisbane	M	O:28 (M)	28		z	"e,n,z15"	
Gozo	M	O:28 (M)	28		"e,h"	"e,n,z15"	
Honelis	M	O:28 (M)	28		a	"e,n,z15"	
II	M	O:28 (M)	28		r	"e,n,z15"	
Kuessel	M	O:28 (M)	28		i	"e,n,z15"	
Langford	M	O:28 (M)	28		b	"e,n,z15"	
Luckenwalde	M	O:28 (M)	28		z10	"e,n,z15"	
Nashua	M	O:28 (M)	28	"l,v/l,z13"	"l,v"	"e,n,z15"	
Patience	M	O:28 (M)	28		d	"e,n,z15"	
Penilla	M	O:28 (M)	28		"l,z13,z28"	"e,n,z15"	
Sanktgeorg	M	O:28 (M)	28	"r,i/r,[i]"	"r,[i]"	"e,n,z15"	
Santander	M	O:28 (M)	28		z35	"e,n,z15"	
Telaviv	M	O:28 (M)	28		y	"e,n,z15"	
Wedding	M	O:28 (M)	28		c	"e,n,z15"	
Agege	E	"O:3,10 (E1)"	"3,10"		c	"e,n,z15"	
Bolton	E	"O:3,10 (E1)"	"3,10"		y	"e,n,z15"	
Fallowfield	E	"O:3,10 (E1)"	"3,10"		"l,z13,z28"	"e,n,z15"	
Galil	E	"O:3,10 (E1)"	"3,10"		a	"e,n,z15"	
Kristianstad	E	"O:3,10 (E1)"	"3,10"		z10	"e,n,z15"	
Lamberhurst	E	"O:3,10 (E1)"	"3,10"		"e,h"	"e,n,z15"	
Madjorio	E	"O:3,10 (E1)"	"3,10"		d	"e,n,z15"	
Marienthal	E	"O:3,10 (E1)"	"3,10"		k	"e,n,z15"	
Ruzizi	E	"O:3,10 (E1)"	"3,10"	"l,v/l,z13"	"l,v"	"e,n,z15"	
Simi	E	"O:3,10 (E1)"	"3,10"		r	"e,n,z15"	
Yaba	E	"O:3,10 (E1)"	"3,{10}{15}"		b	"e,n,z15"	
Doulassame	N	O:30 (N)	30		a	"e,n,z15"	
Kumasi	N	O:30 (N)	30		z10	"e,n,z15"	
Mjordan	N	O:30 (N)	30		i	"e,n,z15"	
Morningside	N	O:30 (N)	30		c	"e,n,z15"	
Morocco	N	O:30 (N)	30		"l,z13,z28"	"e,n,z15"	
Neudorf	N	O:30 (N)	30		b	"e,n,z15"	
Nijmegen	N	O:30 (N)	30		y	"e,n,z15"	
Wuiti	N	O:30 (N)	30		z35	"e,n,z15"	
Gambia	O	O:35 (O)	35		i	"e,n,z15"	
Umhlatazana	O	O:35 (O)	35		a	"e,n,z15"	
Carpentras	P	O:38 (P)	38		z35	"e,n,z15"	
Braenderup	C1	O:7 (C1)	"6,7,14"		"e,h"	"e,n,z15"	
Mbandaka	C1	O:7 (C1)	"6,7,14"		z10	"e,n,z15"	"[z37],[z45]"
Brandenburg	B	O:4 (B)	"4,[5],12"	"l,v/l,z13"	"l,v"	"e,n,z15"	
Sandiego	B	O:4 (B)	"1,4,[5],12"		"e,h"	"e,n,z15"	
Durban	A/D	O:9 (D1)	"1,9,12"		a	"e,n,z15"	
Praha	C2-C3	O:8 (C2-C3)	"6,8"		y	"e,n,z15"	
Potsdam	C1	O:7 (C1)	"6,7,14"	"l,v/l,z13"	"l,v"	"e,n,z15"	
Denver	C1	O:7 (C1)	"6,7"		a	"e,n,z15"	
Georgia	C1	O:7 (C1)	"6,7"		b	"e,n,z15"	
Goettingen	A/D	O:9 (D1)	"9,12"	"l,v/l,z13"	"l,v"	"e,n,z15"	
Madras	B	O:4 (B)	"4,[5],12"	mt/mptu	"m,t"	"e,n,z15"	
Tsevie	B	O:4 (B)	"1,4,12"		i	"e,n,z15"	
Aba	C2-C3	O:8 (C2-C3)	"6,8"		i	"e,n,z15"	
Glostrup	C2-C3	O:8 (C2-C3)	"6,8"		z10	"e,n,z15"	
Herston	C2-C3	O:8 (C2-C3)	"6,8"		d	"e,n,z15"	
Tomegbe	T	O:42 (T)	"1,42"		b	"e,n,z15"	
Escanaba	C1	O:7 (C1)	"6,7"		k	"e,n,z15"	
Mikawasima	C1	O:7 (C1)	"6,7,14"		y	"e,n,z15"	"[z47],[z50]"
Chomedey	C2-C3	O:8 (C2-C3)	"8,20"		z10	"e,n,z15"	
Hidalgo	C2-C3	O:8 (C2-C3)	"6,8"	"r,i/r,[i]"	"r,[i]"	"e,n,z15"	
Presov	C2-C3	O:8 (C2-C3)	"6,8"		b	"e,n,z15"	
Avonmouth	E	"O:1,3,19 (E4)"	"1,3,19"		i	"e,n,z15"	
Bedford	E	"O:1,3,19 (E4)"	"1,3,19"		"l,z13,z28"	"e,n,z15"	
Oran	P	O:38 (P)	38		a	"e,n,z15"	
Rittersbach	P	O:38 (P)	38		b	"e,n,z15"	
Taylor	P	O:38 (P)	38	"l,v/l,z13"	"l,v"	"e,n,z15"	
Alma	Q	O:39 (Q)	39		i	"e,n,z15"	
Delan	Q	O:39 (Q)	39		y	"e,n,z15"	
Oerlikon	Q	O:39 (Q)	39	"l,v/l,z13"	"l,v"	"e,n,z15"	
Blancmesnil	B	O:4 (B)	"4,12"		"l,w"	"e,n,z15"	
Drogana	B	O:4 (B)	"1,4,12,27"	"r,i/r,[i]"	"r,[i]"	"e,n,z15"	
Duisburg	B	O:4 (B)	"1,4,12,[27]"		d	"e,n,z15"	"[e,h]"
Jericho	B	O:4 (B)	"1,4,12,27"		c	"e,n,z15"	
Jos	B	O:4 (B)	"1,4,12,27"		y	"e,n,z15"	
Koenigstuhl	B	O:4 (B)	"1,4,[5],12"		z	"e,n,z15"	
Maska	B	O:4 (B)	"1,4,12,27"		z41	"e,n,z15"	
Texas	B	O:4 (B)	"4,[5],12"		k	"e,n,z15"	
Tinda	B	O:4 (B)	"1,4,12,27"		a	"e,n,z15"	
Tokoin	B	O:4 (B)	"4,12"		z10	"e,n,z15"	
Vom	B	O:4 (B)	"1,4,12,27"		"l,z13,z28"	"e,n,z15"	
Wagenia	B	O:4 (B)	"1,4,12,27"		b	"e,n,z15"	
Yaounde	B	O:4 (B)	"1,4,12,27"		z35	"e,n,z15"	
Duval	R	O:40 (R) 	"1,40"		b	"e,n,z15"	
Yekepa	R	O:40 (R) 	"1,40"		z35	"e,n,z15"	
Sica	S	O:41 (S)	41		b	"e,n,z15"	
Antwerpen	T	O:42 (T)	"1,42"		c	"e,n,z15"	
Broc	T	O:42 (T)	42		"z4,z23"	"e,n,z15"	
Coogee	T	O:42 (T)	42	"l,v/l,z13"	"l,v"	"e,n,z15"	
Faji	T	O:42 (T)	"1,42"		a	"e,n,z15"	
Hennekamp	T	O:42 (T)	42		z35	"e,n,z15"	
Melbourne	T	O:42 (T)	42		z	"e,n,z15"	
Sipane	T	O:42 (T)	"1,42"		r	"e,n,z15"	
Spalentor	T	O:42 (T)	"1,42"		y	"e,n,z15"	
Arusha	U	O:43 (U)	43		z	"e,n,z15"	
Ede	U	O:43 (U)	43		b	"e,n,z15"	
Brefet	V	O:44 (V)	44		r	"e,n,z15"	
Fischerstrasse	V	O:44 (V)	44		d	"e,n,z15"	
Lawra	V	O:44 (V)	44		k	"e,n,z15"	
Maritzburg	V	O:44 (V)	"1,44"		i	"e,n,z15"	
Ploufragan	V	O:44 (V)	"1,44"		"z4,z23"	"e,n,z15"	
Quebec	V	O:44 (V)	44		c	"e,n,z15"	
Sedgwick	V	O:44 (V)	44		b	"e,n,z15"	
Cairns	W	O:45 (W)	45		k	"e,n,z15"	
Fomeco	W	O:45 (W)	45		b	"e,n,z15"	
Kofandoka	W	O:45 (W)	45		r	"e,n,z15"	
Meekatharra	W	O:45 (W)	45		a	"e,n,z15"	
Warmsen	W	O:45 (W)	45		d	"e,n,z15"	
Yopougon	W	O:45 (W)	45		z	"e,n,z15"	
Bergen	X	O:47 (X)	47		i	"e,n,z15"	
Bingerville	X	O:47 (X)	47		z35	"e,n,z15"	
Lyon	X	O:47 (X)	47		k	"e,n,z15"	
Mesbit	X	O:47 (X)	47	mt/mptu	"m,t"	"e,n,z15"	
Namoda	X	O:47 (X)	47		z10	"e,n,z15"	
Tabligbo	X	O:47 (X)	47		"z4,z23"	"e,n,z15"	
Teshie	X	O:47 (X)	"1,47"		"l,z13,z28"	"e,n,z15"	
Dahlem	Y	O:48 (Y)1	48		k	"e,n,z15"	
Dan		O:51	51		k	"e,n,z15"	
Lechler		O:51	51		z	"e,n,z15"	
Ord		O:52	52		a	"e,n,z15"	
Barry		O:54	54		z10	"e,n,z15"	
Batonrouge		O:57	57		b	"e,n,z15"	
Alpenquai	H	"O:6,14 (H)"	"6,14"	"l,v/l,z13"	"l,v"	"e,n,z15"	
Banjul	H	"O:6,14 (H)"	"1,6,14,25"		a	"e,n,z15"	
Mornington	H	"O:6,14 (H)"	"1,6,14,25"		y	"e,n,z15"	
Moussoro	H	"O:6,14 (H)"	"1,6,14,25"		i	"e,n,z15"	
Royan	H	"O:6,14 (H)"	"1,6,14,25"		z	"e,n,z15"	
Schalkwijk	H	"O:6,14 (H)"	"6,14,[24]"		i	"e,n,z15"	
Surat	H	"O:6,14 (H)"	"[1],6,14,[25]"	"r,i/r,[i]"	"r,[i]"	"e,n,z15"	
Teko	H	"O:6,14 (H)"	"[1],6,14,[25]"		d	"e,n,z15"	
Aequatoria	C1	O:7 (C1)	"6,7"		"z4,z23"	"e,n,z15"	
Athinai	C1	O:7 (C1)	"6,7"		i	"e,n,z15"	
Businga	C1	O:7 (C1)	"6,7"		z	"e,n,z15"	
Gombe	C1	O:7 (C1)	"6,7,14"		d	"e,n,z15"	
Kaduna	C1	O:7 (C1)	"6,7,14"		c	"e,n,z15"	
Langeveld	C1	O:7 (C1)	"6,7"		"l,w"	"e,n,z15"	
Larose	B	O:4 (B)	"4,[5],12"		"g,z51"	"e,n,z15"	
Neukoelln	C1	O:7 (C1)	"6,7"		"l,z13,[z28]"	"e,n,z15"	
Palime	C1	O:7 (C1)	"6,7"		z35	"e,n,z15"	
Papuana	C1	O:7 (C1)	"6,7"		r	"e,n,z15"	
Tampico	C1	O:7 (C1)	"6,7"		z36	"e,n,z15"	
Breukelen	C2-C3	O:8 (C2-C3)	"6,8"		"l,z13,[z28]"	"e,n,z15"	
Charlottenburg	C2-C3	O:8 (C2-C3)	"6,8"		k	"e,n,z15"	
Cocody	C2-C3	O:8 (C2-C3)	"8,20"	"r,i/r,[i]"	"r,i"	"e,n,z15"	
Edmonton	C2-C3	O:8 (C2-C3)	"6,8"	"l,v/l,z13"	"l,v"	"e,n,z15"	
Kalumburu	C2-C3	O:8 (C2-C3)	"6,8"		z	"e,n,z15"	
Leith	C2-C3	O:8 (C2-C3)	"6,8"		a	"e,n,z15"	
Phaliron	C2-C3	O:8 (C2-C3)	8		z	"e,n,z15"	
Quiniela	C2-C3	O:8 (C2-C3)	"6,8"		c	"e,n,z15"	
Sandow	C2-C3	O:8 (C2-C3)	"6,8"		"f,g"	"e,n,z15"	
Shipley	C2-C3	O:8 (C2-C3)	"8,20"		b	"e,n,z15"	
Tshiongwe	C2-C3	O:8 (C2-C3)	"6,8"		"e,h"	"e,n,z15"	
Alabama	A/D	O:9 (D1)	"9,12"		c	"e,n,z15"	
Aurelianis	A/D	O:9 (D1)	"9,12"		z	"e,n,z15"	
Bangui	A/D	O:9 (D1)	"9,12"		d	"e,n,z15"	
Campinense	A/D	O:9 (D1)	"9,12"		r	"e,n,z15"	
Israel	A/D	O:9 (D1)	"9,12"		"e,h"	"e,n,z15"	
Mana	A/D	O:9 (D1)	"9,12"		b	"e,n,z15"	
Newmexico	C1	O:7 (C1)	"6,7"		"g,z51"	"e,n,z15"	
Ruanda	A/D	O:9 (D1)	"9,12"		z10	"e,n,z15"	
York	A/D	O:9 (D1)	"9,12"		"l,z28"	"e,n,z15"	
Bambylor	A/D	"O:9,46 (D2)"	"9,46"		z	"e,n,z15"	
Basingstoke	A/D	"O:9,46 (D2)"	"9,46"		z35	"e,n,z15"	
Doba	A/D	"O:9,46 (D2)"	"9,46"		a	"e,n,z15"	
Mahina	A/D	"O:9,46 (D2)"	"9,46"		z10	"e,n,z15"	
Mathura	A/D	"O:9,46 (D2)"	"9,46"		i	"e,n,z15"	
Nordrhein	A/D	"O:9,46 (D2)"	"9,46"		"l,z13,z28"	"e,n,z15"	
Olten	A/D	"O:9,46 (D2)"	"9,46"		d	"e,n,z15"	
Shoreditch	A/D	"O:9,46 (D2)"	"9,46"		r	"e,n,z15"	
II		O:52	52		c	k	
II	E	"O:3,10 (E1)"	"3,10"		a	"l,v"	
Worthington	G	O:13 (G)	"1,13,23"		z	"l,w"	[z43]
Kedougou	G	O:13 (G)	"1,13,23"		i	"l,w"	
Putten	G	O:13 (G)	"13,23"		d	"l,w"	
Meleagridis	E	"O:3,10 (E1)"	"3,{10}{15}{15,34}"		"e,h"	"l,w"	
Soerenga	N	O:30 (N)	30		i	"l,w"	
Yoruba	I	O:16 (l)	16		c	"l,w"	
Carno	E	"O:1,3,19 (E4)"	"1,3,19"		z	"l,w"	
Fareham	E	"O:1,3,19 (E4)"	"1,3,19"	"r,i/r,[i]"	"r,i"	"l,w"	
Krefeld	E	"O:1,3,19 (E4)"	"1,3,19"		y	"l,w"	
Tilburg	E	"O:1,3,19 (E4)"	"1,3,19"		d	"l,w"	[z49]
Zuilen	E	"O:1,3,19 (E4)"	"1,3,19"		i	"l,w"	
Mannheim	F	O:11 (F)	11		k	"l,w"	
Demerara	G	O:13 (G)	"13,23"		z10	"l,w"	
Ordonez	G	O:13 (G)	"1,13,23"		y	"l,w"	
Sanktjohann	G	O:13 (G)	"13,23"		b	"l,w"	
Wyldegreen	G	O:13 (G)	"1,13,23"		a	"l,w"	
Caen	I	O:16 (l)	16		d	"l,w"	[z82]
Moabit	I	O:16 (l)	16		"e,h"	"l,w"	
Pisa	I	O:16 (l)	16		i	"l,w"	
Vegesack	I	O:16 (l)	16		b	"l,w"	
II	J	O:17 (J)	17		z	"l,w"	z42
Lokomo	J	O:17 (J)	17		y	"l,w"	
Niamey	J	O:17 (J)	17		d	"l,w"	
Cullingworth	M	O:28 (M)	28		d	"l,w"	
Douala	M	O:28 (M)	28		i	"l,w"	
Fairfield	M	O:28 (M)	28		r	"l,w"	
Freefalls	M	O:28 (M)	28		b	"l,w"	
Moroto	M	O:28 (M)	28		z10	"l,w"	
Shomolu	M	O:28 (M)	28		y	"l,w"	
Anderlecht	E	"O:3,10 (E1)"	"3,10"		c	"l,w"	
Birmingham	E	"O:3,10 (E1)"	"3,{10}{15}"		d	"l,w"	
Clerkenwell	E	"O:3,10 (E1)"	"3,10"		z	"l,w"	
Epicrates	E	"O:3,10 (E1)"	"3,10"		b	"l,w"	
Hoboken	E	"O:3,10 (E1)"	"3,10"		i	"l,w"	
Langensalza	E	"O:3,10 (E1)"	"3,10"		y	"l,w"	
Newrochelle	E	"O:3,10 (E1)"	"3,10"		k	"l,w"	
Shannon	E	"O:3,10 (E1)"	"3,10"		z35	"l,w"	
Bandia	O	O:35 (O)	35		i	"l,w"	
Dembe	O	O:35 (O)	35		d	"l,w"	[z58]
Enschede	O	O:35 (O)	35		z10	"l,w"	
Massakory	O	O:35 (O)	35		r	"l,w"	
Ohio	C1	O:7 (C1)	"6,7,14"		b	"l,w"	[z59]
Livingstone	C1	O:7 (C1)	"6,7,14"		d	"l,w"	
Bochum	B	O:4 (B)	"1,4,[5],12"		r	"l,w"	
Goldcoast	C2-C3	O:8 (C2-C3)	"6,8"		r	"l,w"	
Alkmaar	E	"O:1,3,19 (E4)"	"1,3,19"		a	"l,w"	
Broughton	E	"O:1,3,19 (E4)"	"1,3,19"		b	"l,w"	
Calabar	E	"O:1,3,19 (E4)"	"1,3,19"		"e,h"	"l,w"	
Abidjan	Q	O:39 (Q)	39		b	"l,w"	
Africana	B	O:4 (B)	"4,12"	"r,i/r,[i]"	"r,i"	"l,w"	
Chartres	B	O:4 (B)	"1,4,12"		"e,h"	"l,w"	
Gloucester	B	O:4 (B)	"1,4,12,27"		i	"l,w"	
Hallfold	B	O:4 (B)	"1,4,12,27"		c	"l,w"	
Huettwilen	B	O:4 (B)	"1,4,12"		a	"l,w"	
Mons	B	O:4 (B)	"1,4,12,27"		d	"l,w"	
Mura	B	O:4 (B)	"1,4,12"		z10	"l,w"	
Preston	B	O:4 (B)	"1,4,12"		z	"l,w"	
Wien	B	O:4 (B)	"1,4,12,[27]"		b	"l,w"	
Brive	T	O:42 (T)	"1,42"		r	"l,w"	
Frederiksberg	T	O:42 (T)	"1,42"		b	"l,w"	
Kaneshie	T	O:42 (T)	"1,42"		i	"l,w"	
Niarembe	V	O:44 (V)	44		a	"l,w"	
Uhlenhorst	V	O:44 (V)	44		z	"l,w"	
Binche	X	O:47 (X)	47		"z4,z23"	"l,w"	
Minna	H	"O:6,14 (H)"	"1,6,14,25"		c	"l,w"	
Bruck	C1	O:7 (C1)	"6,7"		z	"l,w"	
Coleypark	C1	O:7 (C1)	"6,7,14"		a	"l,w"	
Grampian	C1	O:7 (C1)	"6,7"		r	"l,w"	
Hillsborough	C1	O:7 (C1)	"6,7"		z41	"l,w"	
Jerusalem	C1	O:7 (C1)	"6,7,14"		z10	"l,w"	
Norton	C1	O:7 (C1)	"6,7"		i	"l,w"	
Alexanderpolder	C2-C3	O:8 (C2-C3)	8		c	"l,w"	
Benue	C2-C3	O:8 (C2-C3)	"6,8"		y	"l,w"	
Brikama	C2-C3	O:8 (C2-C3)	"8,20"	"r,i/r,[i]"	"r,[i]"	"l,w"	
Bukuru	C2-C3	O:8 (C2-C3)	"6,8"		b	"l,w"	
Cyprus	C2-C3	O:8 (C2-C3)	"6,8"		i	"l,w"	
Dabou	C2-C3	O:8 (C2-C3)	"8,20"		"z4,z23"	"l,w"	
Heistopdenberg	C2-C3	O:8 (C2-C3)	"8,20"		b	"l,w"	
Kuru	C2-C3	O:8 (C2-C3)	"6,8"		z	"l,w"	
Magherafelt	C2-C3	O:8 (C2-C3)	"8,20"		i	"l,w"	
Remiremont	C2-C3	O:8 (C2-C3)	"8,20"		z10	"l,w"	
Sindelfingen	C2-C3	O:8 (C2-C3)	"8,20"		y	"l,w"	
Bamboye	A/D	"O:9,46 (D2)"	"9,46"		b	"l,w"	
Nantes	A/D	"O:9,46 (D2)"	"9,46"		y	"l,w"	
Amba	F	O:11 (F)	11		k	"l,z13,z28"	
Epinay	F	O:11 (F)	11		a	"l,z13,z28"	
Redhill	F	O:11 (F)	11		"e,h"	"l,z13,z28"	
Volta	F	O:11 (F)	11		r	"l,z13,z28"	
Marshall	G	O:13 (G)	"13,22"		a	"l,z13,z28"	
Scarborough	N	O:30 (N)	30		k	"l,z13,z28"	
Poano	H	"O:6,14 (H)"	"[1],6,14,[25]"		z	"l,z13,z28"	
Lutetia		O:51	51	"r,i/r,[i]"	"r,i"	"l,z13,z28"	
